Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Packet Length Mean,Protocol,Source Port,Destination Port,Label
7426363,38,23,8236.213180828056,215.54133538985724,6,62520,21,BENIGN
84,1,0,25780.964272981157,796.2615326640047,0,63998,8080,PortScan
4180403,48,5,55400.20816855962,814.1139995953963,0,22246,443,BENIGN
9456907,10,18,76777.15701934723,83.08663767060789,6,48465,21,BENIGN
4684446,36,85,68649.53488149492,1432.0943303419278,17,36558,3389,BENIGN
458398,29,42,56702.49127226106,1213.8014927490603,0,63759,80,BENIGN
1047443,78,7,39723.28397276593,468.22421825885885,17,41966,6667,Bot
5719820,4,68,87069.45022561538,213.3239518784083,0,31446,3389,Infiltration
8493936,44,51,45977.25432582604,531.5275352755921,6,51165,22,BENIGN
4620750,56,72,29925.280560892996,1343.5292884414657,0,29667,6667,Bot
1755792,113,46,62933.51148520573,37.83506173268898,6,49335,443,DDoS
9272764,13,84,69211.4996586309,536.9893055206685,6,16674,8080,BENIGN
1730328,46,27,39847.024485885544,751.570548503947,6,65435,21,BENIGN
1946893,195,45,2814.328104591457,70.16924169447012,0,1325,22,DDoS
1569223,33,3,9413.150023671058,416.6898947239264,17,51188,80,BENIGN
6115618,556,87,84559.88918936618,42.67723095391596,17,37442,22,DDoS
7394079,80,7,5654.792118530793,499.46758019946134,0,34038,8080,Bot
8437582,79,60,59201.96670421323,1308.3776517228237,6,19471,80,BENIGN
1622672,57,16,18370.938544939185,1406.4128197044388,17,2382,21,BENIGN
3220381,69,33,22892.62912441771,673.4834408655912,17,29906,8080,BENIGN
2689884,70,19,27333.395973618113,807.3903036160089,0,59977,22,BENIGN
8175702,883,79,3829.138619702044,40.13869248052903,6,31092,8080,DDoS
709762,48,73,17723.52741402924,1003.5117498202889,17,65328,3389,BENIGN
6863482,76,33,65049.99845139404,113.62175771271721,0,58307,21,BENIGN
5321229,33,42,49871.7136208005,99.44555679391608,0,47509,8080,BENIGN
8859160,36,9,79732.90857389358,1301.069757886676,6,12817,8080,BENIGN
5672705,33,93,6124.210655149353,345.4106292531794,0,18453,22,BENIGN
2592770,31,29,88889.82962516311,884.4761443568362,6,40553,21,BENIGN
4810933,21,24,99639.85318994729,944.5142854801406,17,38006,8080,BENIGN
6703559,27,56,1573.9972248782985,263.4071305523563,0,59919,80,BENIGN
20,1,0,96764.00655399333,1147.1630076190818,17,61623,443,PortScan
72,1,0,23586.271297102,1301.599515080553,6,27138,80,PortScan
3761775,62,46,69254.3138206037,442.3589683501929,6,43499,3389,BENIGN
7415845,96,83,29248.344310492623,1319.203467766687,6,5625,8080,BENIGN
8082755,26,80,52181.287874752044,139.93500977155557,0,12922,8080,Bot
8877680,66,2,51041.850983616576,1204.6866107867106,0,19186,80,BENIGN
9512702,12,45,36110.547944907215,967.3645181966662,0,9652,21,BENIGN
3081428,22,35,71754.67682883337,883.0039682902697,17,26402,3389,BENIGN
5371212,17,25,59963.64818633143,360.59646234092327,17,24680,80,BENIGN
8551746,7,9,50827.700394317566,555.5258681143777,0,54374,21,BENIGN
7281605,68,33,98283.93119182566,1367.2504887199095,17,24783,8080,Bot
5124895,37,77,94000.93261873264,709.296807910111,6,33748,22,BENIGN
5411363,38,7,95543.58457936614,899.6825248569371,0,55956,80,BENIGN
3963835,96,54,88132.39598032879,1405.0602685381123,6,38592,6667,Bot
9763280,11,90,25515.533875437977,710.4028916783983,6,34616,8080,Bot
6493609,1,9,34997.6030978181,594.6384728222449,6,21213,80,BENIGN
8989238,316,56,23105.46195455079,36.187839440251196,17,30766,21,DDoS
9466541,42,78,98617.68872228464,1368.1141726683043,6,15265,8080,Bot
8824131,52,85,15266.186976349116,544.864623766943,17,42287,22,BENIGN
1193029,24,44,36651.17555589056,896.1447301743062,6,40102,21,Infiltration
8712098,53,49,19904.442471935647,1446.3171037931922,0,58861,80,BENIGN
6555135,56,63,22345.38121842532,102.0966288063065,6,42070,3389,BENIGN
4068416,63,94,24708.788480321153,78.90758089046406,6,4321,8080,BENIGN
8068087,81,1,63967.0675559954,784.5391531260915,0,15479,3389,BENIGN
1656771,8,44,7604.93701915278,451.03541256735093,17,23453,443,BENIGN
5681735,59,94,57252.98736237841,881.1378297025424,0,12535,6667,Bot
6145365,45,61,81928.6236284103,1091.9571223417202,6,61944,443,BENIGN
8527271,27,13,76652.37766044309,122.23001953103909,6,8113,8080,Infiltration
783166,52,73,15117.169828232547,1325.9038641872485,17,23904,8080,Bot
79,1,0,91473.17347788053,429.7927618306949,6,49295,443,PortScan
4899956,91,99,77009.03814047741,584.3942736266874,6,56040,21,BENIGN
6240879,86,14,530.2510932846061,518.8143929067944,17,56669,80,BENIGN
4056057,16,13,73737.3633539586,1262.9555899720142,17,39426,3389,BENIGN
6617588,808,30,73742.16786219986,34.85814908293213,17,14329,3389,DDoS
597997,5,28,49681.60805399847,62.43636310123795,17,53996,22,BENIGN
97,1,0,4598.2416006372205,1458.2663853444592,6,16700,3389,PortScan
9161508,3,84,57990.593828234945,1471.3360633272341,17,24321,21,BENIGN
2043099,289,8,76574.67600343093,69.06644654161899,17,34841,21,DDoS
3660085,81,19,27087.405532100063,33.84189995429788,6,37393,22,BENIGN
1902997,80,98,66706.82182517875,975.9573112461338,17,40257,22,BENIGN
8019313,70,57,35392.6195044382,979.7256584918589,6,56615,3389,Infiltration
3576611,560,78,57385.483290223114,92.46790591053659,17,29826,22,DDoS
83,1,0,38456.57494316247,461.7363558989892,17,64528,22,PortScan
549248,14,48,30376.14660177791,300.4661832868014,0,55041,22,BENIGN
2773807,38,56,85591.44754320444,932.2458738309256,6,8773,21,Infiltration
5068102,79,15,75383.82591853767,854.2331770264755,17,36775,6667,Bot
2774039,798,99,34544.9133973149,48.89054847756473,0,49049,80,DDoS
1935840,33,74,43463.164161520894,1329.9885568698594,0,56504,6667,Bot
3435055,450,7,69170.34178753459,29.720688110093747,6,12336,8080,DDoS
4936810,91,66,81107.87805905093,242.11138449481183,0,33592,8080,Bot
5155972,29,18,68434.12628247125,905.2308361752315,6,30519,6667,Bot
3177426,57,66,54093.15806826384,573.6703197982619,0,33733,3389,BENIGN
1554610,5,35,95438.58319312717,690.0478423414733,6,64587,8080,Bot
3763222,93,88,77414.36197415636,1440.0368985159657,17,47892,443,BENIGN
4421690,96,59,11559.186039128866,841.3216402789557,6,26127,8080,Bot
2535037,60,35,55813.909879201914,241.4777951408348,0,8197,22,BENIGN
812561,248,10,40955.66413956515,29.94394741483431,6,17441,3389,DDoS
4427136,2,50,79493.56367907937,358.0771438719211,17,31802,6667,Bot
1718324,70,79,4466.303385743197,220.51409161273645,17,55362,443,BENIGN
2710726,43,54,41072.35699624281,1074.1064862558487,0,56574,80,BENIGN
9312752,523,53,31827.631534348588,94.69517639189162,0,25384,8080,DDoS
7906266,56,16,14118.598457971832,756.7275224462873,0,40338,8080,BENIGN
7310208,928,61,37880.4115319572,62.298838249429515,17,32924,443,DDoS
9775360,59,41,67280.02781844791,496.8822416148996,17,27679,8080,Bot
6440110,89,23,36167.78850325263,150.25289408338335,0,33801,21,BENIGN
48,1,0,58000.657535236525,462.91907834468634,17,2751,21,PortScan
444291,3,47,59281.17959393091,1260.824041983443,17,57718,22,BENIGN
1502437,90,83,58711.11270580332,1179.8395839892216,0,52954,443,BENIGN
3486769,48,85,52953.18839442055,1459.0302314330372,17,61788,21,BENIGN
9309305,43,69,11698.823568238791,990.9793259539372,0,40524,8080,Infiltration
3723046,150,6,21845.592743532594,57.30284085422029,17,48659,8080,DDoS
76,1,0,80006.70762509892,458.1458351994476,6,45211,21,PortScan
9874913,1,10,50236.548892271014,133.75315892006904,6,4122,443,BENIGN
224795,57,11,70607.6315836315,934.6671409595486,17,5068,443,BENIGN
3441728,53,4,56990.90802127616,742.4800436801426,17,51352,80,BENIGN
9490552,16,4,3869.025450023833,1143.4302798284639,6,49019,443,BENIGN
7553075,51,19,79621.37690179005,629.5497340551414,0,31004,8080,Bot
8123336,75,53,6432.419452904947,1478.6160096392675,0,54899,3389,BENIGN
7761950,90,54,94317.40511585731,608.4658411978821,6,18681,3389,BENIGN
9799414,55,57,21537.692170507584,512.9460196691396,0,57230,21,BENIGN
3340316,1,78,51240.614346014954,1309.0598375908592,0,19884,80,BENIGN
3833384,90,89,6358.804246578653,605.349506068024,6,64044,8080,BENIGN
17,1,0,89493.23786658212,1308.9280322986067,6,14621,21,PortScan
33,1,0,97994.02545648043,60.48434272329834,17,12793,22,PortScan
9308192,812,23,14629.250272118989,91.25929951600855,6,3365,22,DDoS
4898054,73,86,29578.654249351977,126.342252778664,6,5563,443,BENIGN
4017236,60,72,1587.4421793847794,239.38404536572875,0,46367,80,BENIGN
344955,59,2,78696.54919674565,1056.111029406995,0,27953,80,BENIGN
5750383,22,99,31146.43326814126,448.7905449960166,17,4166,8080,Bot
20,1,0,58883.746934183124,331.4414338935112,0,52386,443,PortScan
4625778,184,70,3921.8501280014584,60.56903498789247,0,31200,80,DDoS
2378035,42,21,71546.02666747475,1420.4453589770717,0,11851,21,BENIGN
1134206,27,13,52940.39633567269,363.92335983668596,6,53590,8080,Infiltration
8296977,39,47,72498.02459988352,489.45001522881427,0,57860,80,BENIGN
2475068,300,28,78956.43131509639,58.44791142788851,6,8298,22,DDoS
6166260,25,49,8924.28661788337,1226.6334484226968,0,35819,22,BENIGN
5672640,38,79,57809.21207932251,1498.760204484393,6,5750,8080,Bot
5644907,85,97,64994.40338816218,424.5886704153269,0,55070,8080,Bot
5972658,109,9,51671.8753944995,94.13220268818945,17,35791,3389,DDoS
2442366,24,70,18240.939826512225,218.348033352962,17,38496,8080,Bot
4437777,591,88,79559.7284057737,57.956729836317145,17,16052,21,DDoS
9607466,83,26,99745.83288395984,86.55348541241221,0,6641,8080,BENIGN
5241318,367,78,96927.02524285228,51.27688606192028,17,10240,21,DDoS
5150735,66,95,77752.95649772313,769.6865656411968,6,51797,22,Infiltration
5481240,14,27,41810.77227864215,262.3635018136236,17,38363,6667,Bot
7214715,53,8,33730.049784002214,1336.2872990554615,17,16836,80,Infiltration
8010743,32,70,6854.579910083181,1071.257336915879,17,20419,8080,BENIGN
4981362,311,79,41628.63037516904,66.5329705573355,17,23616,22,DDoS
4525308,92,25,15604.859773179902,1317.5183024733165,6,59278,22,BENIGN
5290817,48,98,25433.471350602842,1466.4350714092939,17,57828,22,BENIGN
518449,39,80,89188.67731773511,762.7551232551652,0,50790,8080,Bot
2882090,40,86,96852.5631511219,485.623802773375,17,37872,8080,Bot
798068,42,7,94855.90004657603,409.927385112073,0,48051,6667,Bot
7892961,77,1,19335.568584339093,149.38085144345203,0,46501,8080,BENIGN
8467791,76,94,90089.42082353229,747.5818795421658,17,51180,3389,Infiltration
6211511,8,56,14150.530090026514,94.20723271204935,17,25111,443,BENIGN
2656071,79,51,50766.02078761499,765.6790431647272,0,53398,8080,Bot
5609225,597,57,64366.336726437345,98.17852252270478,6,33582,80,DDoS
2874399,547,95,46246.68731004188,97.10632340802748,6,49542,3389,DDoS
7339938,43,92,95183.74354168086,639.2085069897915,17,39934,8080,Bot
7330392,51,2,33321.27230916051,471.56909296636576,6,42999,21,BENIGN
1804773,91,7,52737.76630980636,683.9845944846759,6,33532,8080,BENIGN
2938299,82,58,7544.993547966361,721.5701560835655,17,45470,80,BENIGN
7594478,63,1,85222.4580078157,1253.863807131353,0,25606,21,BENIGN
8998704,49,94,41336.33959439446,1005.3593482797598,0,30668,6667,Bot
4909876,27,61,70053.21155919973,661.0717645684009,6,25091,6667,Bot
9167221,9,48,68224.56310494183,1359.7580676120897,0,41722,22,BENIGN
3303489,39,19,67626.28928342467,1138.496349224896,17,4789,8080,Bot
8025507,65,28,50693.8278757441,132.06100772026886,6,14331,21,BENIGN
4354485,71,16,27751.87905478407,247.54382731351765,0,61905,443,BENIGN
8777298,483,73,62509.455856138644,82.0481123217683,6,29799,22,DDoS
3151982,354,21,96179.15038112181,59.94246874299449,0,21458,8080,DDoS
3210116,7,5,83394.9255946314,664.7569987886966,6,52687,3389,BENIGN
6737420,522,61,10876.823155377657,90.51693666958106,0,53811,443,DDoS
2389483,80,97,2318.740158655008,1280.090054071233,0,39505,21,BENIGN
6996846,67,30,49897.13568704347,46.57530295901009,17,20303,80,BENIGN
164153,10,61,77582.93517147361,653.8668405027828,17,47663,8080,BENIGN
5973644,71,11,31390.255316720726,628.2775930496017,17,64862,443,BENIGN
5282479,452,11,70123.82779042276,53.55063827033318,6,29400,3389,DDoS
9825244,53,62,93192.12642388091,376.73463808380546,6,37697,22,BENIGN
2542737,95,15,45898.45069346688,201.16060162009404,6,11629,3389,BENIGN
8034051,87,24,24415.965623062184,230.5451140322845,0,35708,80,BENIGN
8107417,57,21,91775.78620802471,789.8112314131868,0,38069,443,BENIGN
4158649,91,90,47226.39640037149,598.5376291880902,0,44274,6667,Bot
9734916,86,87,40783.930667511006,1136.1302019787045,6,13531,8080,Bot
4530989,27,75,35336.1571540924,498.3099107872434,17,30927,443,BENIGN
8411139,54,17,42301.69524388131,209.38339296348514,6,17022,8080,Bot
9631839,4,44,67365.78541823583,592.5761687871303,6,32949,3389,BENIGN
9035716,88,79,43371.9627220154,1326.8927136373816,17,11107,8080,BENIGN
8962149,23,67,32422.388855922014,620.1792990631728,17,7596,22,BENIGN
8285060,48,11,74363.76655597196,1253.769029263219,6,7975,6667,Bot
2050049,83,48,20297.142702439618,569.8645270633,0,21538,3389,BENIGN
8388612,42,32,20193.37246408881,436.450723396353,0,4887,6667,Bot
1268400,3,85,69643.55365489567,1166.7968402599115,17,50850,3389,BENIGN
1947863,91,62,86670.65301894731,329.66710095363743,6,61277,3389,BENIGN
7654602,3,17,24121.083949712942,363.109445131321,0,63908,6667,Bot
3882249,28,53,19112.497497642955,93.72300035243023,0,63690,8080,BENIGN
4873162,63,96,67030.58812907523,298.0116526973518,17,19308,443,BENIGN
7045309,81,26,62080.25217731528,580.646782542502,6,24737,8080,BENIGN
8439569,31,82,44725.23465196122,611.3675940980576,17,58085,6667,Bot
7678173,10,77,9586.063984832794,642.5295686587284,6,62310,443,BENIGN
4845810,49,24,9178.543098187341,729.9455604283542,6,5527,3389,BENIGN
4000837,86,33,77734.17890443545,866.4277113235433,6,63836,3389,BENIGN
9109709,291,87,45176.911739568546,71.21144357922648,6,5123,8080,DDoS
7258846,21,59,85796.7091241559,928.6373909525773,6,21864,80,BENIGN
1443817,298,53,57473.36515388623,34.35414749086177,6,56241,3389,DDoS
4409452,356,86,61873.81412176327,72.90301174095234,0,20445,8080,DDoS
5111242,76,4,93419.44419085537,844.6625862757498,0,34381,22,Infiltration
46,1,0,16461.5894039438,840.3175677203969,0,49815,22,PortScan
8422028,54,53,54302.42292969959,1034.5207431174522,0,22885,8080,Infiltration
8715733,113,87,5813.859996603476,42.088473282268055,6,23155,80,DDoS
6906671,20,35,35892.50478821191,655.2647520309837,0,2913,3389,BENIGN
8753067,49,68,14809.849980120514,882.6888452806653,6,32803,21,BENIGN
1308607,7,38,18783.596228457056,643.9023183632739,17,19790,21,BENIGN
4066721,29,69,93479.4720060528,677.5010621619549,17,45346,80,BENIGN
9331895,48,99,61068.25282048808,423.28086772778386,0,19740,22,BENIGN
31,1,0,89215.81331898143,445.3298388597322,6,34851,8080,PortScan
100834,13,73,44352.01843907496,1054.4569623670834,0,37187,443,Infiltration
8546410,3,64,59764.334666338335,26.336090199672494,6,25038,8080,BENIGN
2851374,2,84,3209.4512192926363,161.02982486834097,0,17802,8080,BENIGN
1225911,16,39,46950.22322743341,1424.2386364666686,17,50742,21,BENIGN
9535795,94,36,56405.66733437882,296.7867611572501,17,51248,8080,BENIGN
3081191,6,66,1677.7714265544973,638.8189199748135,0,3534,21,BENIGN
51,1,0,78948.91768236403,1277.534001462043,0,41272,443,PortScan
1868770,504,90,29542.298427660553,81.74023853239157,6,39892,8080,DDoS
7265506,5,80,45248.707496077026,1389.2652004168576,17,36194,80,BENIGN
4813773,56,86,53563.02853048245,99.16316336662561,0,7510,8080,BENIGN
4755569,784,76,99219.71531284334,53.12321290511254,6,19510,3389,DDoS
9321525,98,46,9918.414687418286,63.07324413196589,17,12599,8080,Bot
7552089,32,26,55527.9562224498,788.8896684272057,6,63305,6667,Bot
4335802,49,50,53059.41458002693,1415.7795789265433,17,62723,21,Infiltration
7974511,13,19,6890.969560318216,1261.774185159174,17,30572,8080,BENIGN
2962832,30,12,63393.83601951246,966.8278484717247,6,57240,21,BENIGN
1992925,25,62,28685.44338938106,294.5231836089236,6,31361,80,Infiltration
3833078,85,43,10376.79661646207,1307.0037058199366,17,57317,6667,Bot
6153041,60,23,17864.19309184527,1137.0675788823442,17,26514,6667,Bot
4115911,59,2,82360.32332153927,414.9346900502751,6,59479,3389,BENIGN
8983312,85,9,10412.476243739387,1211.531961825868,0,46983,80,BENIGN
3174208,28,64,46692.738824032465,1318.1839802871364,6,39231,21,BENIGN
2731738,58,48,19527.312117922123,1053.3744983959136,0,53637,8080,BENIGN
264600,20,57,16231.986208501203,168.56854343638176,6,54099,21,BENIGN
83,1,0,20571.175941707254,1476.6853281281042,0,19725,443,PortScan
9027990,5,77,49278.29345196203,132.48146366965972,0,7015,80,BENIGN
6512527,82,96,23778.84211115713,988.6215024623459,17,34757,21,BENIGN
2903733,60,1,9673.295035256035,183.57737770457845,6,45515,3389,BENIGN
5711913,43,65,80140.08692471686,1360.0117707588163,6,33128,8080,Bot
1940469,57,30,53982.14031716857,537.9669714651207,6,59517,3389,Infiltration
3948342,980,67,15685.365236857218,51.87278276373338,0,24390,443,DDoS
8127225,75,97,47142.98486321701,284.5671448587357,0,19640,8080,Bot
1217160,54,82,6836.2499872909875,828.9120408790438,17,42348,443,BENIGN
1031619,81,36,58042.986361875846,1409.483059753704,0,37405,8080,BENIGN
9178060,811,72,34030.481959798155,79.72621179580649,6,14031,22,DDoS
4678814,86,23,10352.852963016412,114.56596189930912,0,2055,6667,Bot
8109798,37,76,18364.384986839745,579.8225895820193,0,59021,3389,BENIGN
1390381,84,43,34570.27048507265,415.7984173024061,17,47919,3389,BENIGN
3941206,48,93,80640.74542922428,732.4149861273715,0,21203,21,BENIGN
2322566,54,82,17375.569622982333,1253.9191602559033,6,4891,443,BENIGN
19,1,0,10966.422149279832,1113.5006427611575,6,16261,8080,PortScan
8100032,6,73,51593.90064656842,529.0877244024941,6,8605,21,BENIGN
1851417,34,50,55869.69639802648,586.3454277520515,6,21494,8080,Bot
1946930,63,41,9024.131766741717,988.2973881721955,17,4227,3389,BENIGN
2614250,78,77,28448.447920730203,307.4532498723188,17,63843,8080,Infiltration
7239087,48,39,26276.403791425408,172.03746981384717,6,49145,443,BENIGN
9957268,23,47,18622.160946111533,379.030927032165,6,54594,8080,Bot
4660161,84,83,31563.812720065376,203.5679984015961,0,38793,22,BENIGN
2605314,948,3,3710.851153829664,54.0254911335904,0,52325,21,DDoS
7923741,47,59,65154.97829534784,1407.5973604079509,0,5914,8080,BENIGN
2229280,44,38,98848.71450338411,198.0432245172483,0,27089,8080,BENIGN
9384551,32,4,63404.67674692488,1231.1167725414189,0,14764,3389,BENIGN
4188991,673,95,36107.64505437862,77.12170857997178,6,56394,80,DDoS
9014753,53,5,66791.03011456768,956.6965532211798,0,14435,21,BENIGN
4031519,14,13,57151.59210235763,271.7219046667613,0,5863,3389,BENIGN
4495611,52,69,84675.79305873446,244.03250097840382,0,62242,6667,Bot
1425045,656,77,62187.45609820005,88.40524484372656,17,7403,80,DDoS
9780246,8,11,63407.63546212487,1007.2530570597869,17,55564,3389,BENIGN
2364099,40,61,22166.418827299338,1126.726634777759,17,22391,22,BENIGN
9109196,86,26,41562.72385375932,1381.962517859288,6,53814,8080,Bot
4790791,22,53,34441.606025567715,609.3246819473605,17,59645,8080,Bot
8807773,16,89,1142.518740375098,703.7146884682073,0,22230,8080,Bot
4225989,91,11,31328.072938906138,715.0006236738024,0,63274,21,BENIGN
62,1,0,48606.212432295026,419.4488961241193,0,54600,21,PortScan
3092295,60,73,59984.86332100811,505.78432887311504,6,16195,22,BENIGN
289202,10,15,93456.89467104553,1273.2939493935992,17,61738,22,BENIGN
9725445,25,51,23911.37593598164,528.708833187164,17,6951,80,BENIGN
44,1,0,15242.899110855835,1306.262230846758,0,36209,22,PortScan
4443878,537,7,86944.5688998958,30.950290774330675,0,53918,8080,DDoS
8043856,482,44,94184.74940884476,58.32183967978645,17,1282,21,DDoS
4162165,81,92,48795.42485810844,849.2156902327887,17,15587,443,BENIGN
260216,33,83,11521.656125005198,172.62773377197425,0,54648,8080,Bot
6086468,31,80,48538.82992769712,1384.6521554059893,17,50320,8080,BENIGN
4214379,90,18,10944.332710326877,1234.1917611850085,17,56399,22,Infiltration
1258049,21,16,88318.55787006627,1012.3456647112145,6,20518,443,BENIGN
7537265,36,64,70815.01046162499,1482.4250202732278,0,52929,22,BENIGN
3850341,65,28,24113.701771000397,43.679054793415034,17,50884,3389,BENIGN
5538266,4,13,88669.06933167868,628.3692683198378,6,64608,8080,BENIGN
388176,68,16,63790.17290493193,1290.3477263308778,6,9461,8080,Bot
4884897,90,12,95326.33367208685,660.8655740655073,6,54604,3389,BENIGN
5540170,4,92,98047.9849010547,27.75717847772054,6,59979,8080,Bot
6491978,9,97,328.1789235718091,253.4760910820119,6,8594,3389,BENIGN
1960926,30,90,12021.420902754577,662.4271703323936,6,52988,8080,Bot
2844764,468,62,54692.233080683574,95.59292238696716,6,46357,8080,DDoS
2613375,4,32,95585.28744672915,260.7283172095374,0,56295,8080,BENIGN
1378469,69,28,99423.36355096956,683.1037292415873,0,8199,443,BENIGN
2090312,23,36,56740.793530352,38.927035848605456,0,43371,8080,Bot
5230952,16,82,17380.14889452303,726.70077290676,6,12739,3389,BENIGN
4171874,22,45,16305.002000870616,1345.9682248339802,17,43718,8080,BENIGN
153099,72,23,76385.77581141384,903.2166866549132,6,1275,22,BENIGN
4543023,48,13,59193.767870629774,672.1703342162103,0,31727,443,BENIGN
8450075,62,4,54877.3898932763,260.14381682760006,0,20351,3389,BENIGN
9142023,97,52,46576.49233005163,319.57947400443726,6,35797,3389,BENIGN
4600208,60,87,72513.46265816817,133.23472610371707,0,39953,80,Infiltration
2854290,946,97,85805.41790063455,84.97451611489532,17,48517,8080,DDoS
1284482,997,94,30295.808119563626,97.88898127906437,17,20721,22,DDoS
7196142,80,29,22091.776717589062,588.2442665266185,17,2300,443,BENIGN
3853421,7,59,67019.91663149424,1129.7701463988772,6,43011,3389,BENIGN
2654937,51,72,91473.24240549533,1074.9775951319727,0,59764,80,BENIGN
7684465,65,90,34815.74401440862,874.747606546207,0,35240,80,Infiltration
1042477,9,27,27244.821917741534,865.5354465065807,17,40684,8080,Bot
4577133,82,25,22611.46302356195,153.685558832021,0,51378,3389,BENIGN
6106031,45,17,25449.090769663086,278.8746021966451,6,25611,21,BENIGN
3257281,47,35,13493.334296031446,811.4217965186721,17,7023,3389,BENIGN
5262796,67,7,59677.822760835355,535.1588858182581,6,59684,443,BENIGN
5154148,24,17,28082.60686612557,48.026909618141744,6,9985,8080,BENIGN
923880,92,83,61494.43616579046,1201.286764661162,0,11522,3389,BENIGN
8361835,10,57,8303.23495125681,987.6436353190951,6,30124,22,BENIGN
1942911,73,31,11545.679211787907,502.1624906702631,17,7764,8080,BENIGN
6507740,77,92,53614.19277969446,165.3436919927135,6,40230,8080,Bot
298190,48,48,51153.0944476014,894.9771257502116,0,43340,22,BENIGN
8706056,35,47,27150.992673788864,535.8533614786347,6,53359,21,BENIGN
5425938,54,81,82713.08516205424,397.976218772051,6,35765,21,BENIGN
9714991,87,70,18704.716486754947,1087.774494463915,0,11469,8080,BENIGN
8481032,81,64,36066.11241831861,505.66209035316496,0,52445,8080,Bot
2320788,71,91,55551.170607240216,221.35176756343094,0,47633,22,BENIGN
1805908,16,32,86721.11025153646,732.8475467877984,0,26636,21,BENIGN
9709275,53,49,41855.09751667766,1246.1293666092702,0,39181,443,BENIGN
4220559,40,3,39860.095544090436,1277.4950006154486,0,33320,21,BENIGN
4536219,20,83,57953.74280317946,1277.0278839045159,0,39975,22,Infiltration
4015570,88,35,31669.541546289627,642.9613623141929,6,19960,80,BENIGN
4654898,69,94,70917.32531595895,1190.5826326343633,6,61016,21,BENIGN
3622238,45,27,24869.594066700472,1278.341536588881,6,65124,443,BENIGN
937941,6,2,82319.59969402122,700.1165510851168,17,10970,8080,BENIGN
9955761,92,5,27235.341313346118,491.7342956021616,0,28886,8080,BENIGN
8061996,69,44,99270.11622905121,1058.9075292796788,6,46022,22,BENIGN
2844040,343,22,31646.247432764263,88.82467654016602,0,22831,3389,DDoS
3932541,39,6,87882.61386551977,1458.7856779842782,17,5641,80,BENIGN
1207168,2,60,39735.595410605725,449.5327124021901,0,29400,8080,Bot
4364506,39,99,24605.48420309303,1435.1331630749416,6,59512,3389,BENIGN
8782982,21,64,22616.325046035523,758.9377251270902,17,57653,21,BENIGN
1387080,255,5,85019.12818498783,44.81758543352665,0,2722,80,DDoS
1208152,82,23,30875.298631287675,1482.829203130823,17,14999,6667,Bot
7501060,54,36,33856.3008959747,1319.155803183289,0,3376,22,BENIGN
3040367,12,44,19699.305583894056,1044.77655212743,17,16809,443,BENIGN
9685784,81,50,96132.47181162168,1344.5145005800266,6,55754,443,BENIGN
1180987,37,99,24474.39405988301,1028.6020516032768,0,56915,443,BENIGN
77,1,0,24744.361898161205,671.7976216943005,0,15561,22,PortScan
7536865,15,44,94389.78902546958,1423.1133444399275,0,7729,21,BENIGN
1896320,7,62,90089.88549951829,1445.6065630198177,6,23963,8080,Infiltration
3138844,78,28,24891.088317991016,484.9791439888128,17,9435,22,BENIGN
8535178,50,95,86472.55695179894,544.5050951537293,6,17334,80,BENIGN
6935874,65,24,24982.32130861169,586.4262523327988,17,49306,8080,BENIGN
1367323,875,9,8446.416485287444,34.332208804682324,0,51808,22,DDoS
9443854,44,34,82036.1348395825,1190.8955632477916,17,40259,3389,BENIGN
2428181,31,54,77155.81578152862,1475.0103550390695,17,9826,6667,Bot
4273545,43,24,29466.712169147148,708.5162420078929,0,15699,443,BENIGN
3184890,77,90,9013.898512260932,1110.4152992200407,0,41349,21,BENIGN
6682035,48,44,20643.888447714777,1287.9462953713028,17,32953,3389,BENIGN
9963541,82,95,77105.65709064653,347.4210484382855,0,21637,8080,Bot
6689242,81,11,96474.78149424266,938.422032717216,0,46907,8080,BENIGN
9559147,81,3,25900.207179449153,830.6073610678543,17,55120,22,BENIGN
4991061,61,89,81825.88010354491,1119.383967400592,6,46226,443,BENIGN
3646904,75,66,22793.26573371544,1049.2334142741504,6,36976,3389,BENIGN
647396,84,16,67960.03918250836,1222.9330640604232,0,39868,80,BENIGN
1549402,10,72,8361.346903152633,480.49488172016663,17,49680,22,Infiltration
38,1,0,58529.564038226,340.20745967691926,0,26032,443,PortScan
800201,48,64,26918.989119471815,1211.6941217429892,6,7554,80,BENIGN
4100712,518,81,92584.5948733657,36.84334435558948,6,37229,80,DDoS
5877945,891,52,28975.08887789536,37.35141906583642,17,53281,8080,DDoS
6014226,62,83,39844.06948623066,518.4914177797668,17,42045,21,BENIGN
5238661,13,56,84067.91111545809,118.20390675552065,6,32187,21,BENIGN
6339876,106,97,43827.45825467943,26.05891158835891,17,31939,8080,DDoS
9353626,47,27,23841.22517949184,1078.4362946393182,6,21590,22,BENIGN
8885466,64,98,54754.43208942972,837.9848316665352,0,1914,3389,BENIGN
8121857,91,15,83999.1195649982,1079.8057702626697,6,29306,6667,Bot
4643029,53,20,43317.76120046524,572.2370867874769,6,47357,3389,BENIGN
8417333,90,76,13288.848920486762,457.1462326433617,17,39038,3389,BENIGN
2833652,639,98,38308.69131145168,92.54360743814148,17,4945,21,DDoS
7376619,77,41,95447.51330941914,645.2327640280251,17,63649,3389,BENIGN
